銘柄コード,上場区分,銘柄,株価,社名,英文社名,業種,代表者,決算,資本金,住所,電話番号(IR),上場市場,上場年月日,単元株数
8019,東証1部,市田,---,市田,"ICHIDA CO.,LTD.",繊維製品,---,---,---,---,---,東証1部,---,500株
8020,東証プライム,兼松,2576.5,兼松,KANEMATSU CORPORATION,卸売業,宮部　佳也,3月,"27,781,000千円",兵庫県神戸市中央区伊藤町１１９番地,03-6747-5000,東証プライム,1961年10月1日,100株
8022,東証プライム,ミズノ,8210.0,美津濃,Mizuno Corporation,その他製品,水野　明人,3月,"26,137,000千円",大阪府大阪市中央区北浜四丁目１番２３号,06-6614-8465,東証プライム,1961年10月2日,100株
8023,東証スタンダード,大興電子通信,852.0,大興電子通信,"DAIKO DENSHI TSUSHIN,LTD.",情報・通信業,松山　晃一郎,3月,"1,969,068千円",東京都新宿区揚場町２番１号,03-3266-8111,東証スタンダード,1986年11月11日,100株
8024,東証1部,シルバーオックス,---,シルバーオックス,SILVER OX INC.,繊維製品,---,---,---,---,---,東証1部,---,1000株
8025,東証スタンダード,ツカモトコーポレーション,1036.0,ツカモトコーポレーション,"TSUKAMOTO CORPORATION CO., LTD.",卸売業,百瀬　二郎,3月,"2,829,844千円",東京都中央区日本橋本町１丁目６番５号,03-3279-1330,東証スタンダード,1963年10月4日,100株
8027,大証,ルシアン,---,ルシアン,LECIEN CORPORATION,繊維製品,---,---,---,---,---,大証,---,1000株
8028,東証1部,ファミリーマート,---,ファミリーマート,"FamilyMart Co., Ltd.",小売業,澤田　貴司,2月,"16,659,000千円",東京都港区芝浦三丁目１番２１号,03-6436-7638,東証1部,1987年12月7日,100株
8029,東証スタンダード,ルックホールディングス,2223.0,ルックホールディングス,LOOK HOLDINGS INCORPRATED,繊維製品,多田　和洋,12月,"6,422,000千円",東京都港区赤坂八丁目５番３０号,03-6439-1701,東証スタンダード,1981年9月16日,100株
8030,東証スタンダード,中央魚類,3720.0,中央魚類,"Chuo Gyorui Co., Ltd.",卸売業,今村　忠如,3月,"2,995,000千円",東京都江東区豊洲６丁目６番２号,03-6633-3000,東証スタンダード,1964年9月1日,100株
8031,東証プライム,三井物産,2975.0,三井物産,"MITSUI & CO., LTD.",卸売業,堀　健一,3月,"343,062,000千円",東京都千代田区大手町一丁目２番１号,03-3285-1111,東証プライム,1949年5月16日,100株
8032,東証プライム,日本紙パルプ商事,623.0,日本紙パルプ商事,JAPAN PULP AND PAPER COMPANY LIMITED,卸売業,渡辺　昭彦,3月,"16,649,000千円",東京都中央区勝どき三丁目１２番１号フォアフロントタワー,03-3534-8522,東証プライム,1972年10月2日,100株
8035,東証プライム,東京エレクトロン,25910.0,東京エレクトロン,Tokyo Electron Limited,電気機器,河合　利樹,3月,"54,961,000千円",東京都港区赤坂五丁目３番１号,03-5561-7000,東証プライム,1980年6月1日,100株
8036,東証1部,日立ハイテク,---,日立ハイテク,Hitachi High-Tech Corporation,卸売業,宮崎　正啓,3月,"7,938,000千円",東京都港区虎ノ門一丁目１７番１号　虎ノ門ヒルズ　ビジネスタワー,03-3504-7111,東証1部,1971年9月30日,100株
8037,東証プライム,カメイ,1756.0,カメイ,KAMEI CORPORATION,卸売業,亀井　昭男,3月,"8,132,000千円",宮城県仙台市青葉区国分町３丁目１番１８号,022-264-6111,東証プライム,1986年10月30日,100株
8038,東証スタンダード,東都水産,---,東都水産,"TOHTO SUISAN CO.,LTD.",卸売業,久我　勝二,3月,"2,376,000千円",東京都江東区豊洲６丁目６番２号,03-6633-1005,東証スタンダード,1956年9月10日,100株
8039,東証スタンダード,築地魚市場,3330.0,築地魚市場,"TSUKIJI UOICHIBA COMPANY,LIMITED",卸売業,山崎　康司,3月,"2,045,000千円",東京都江東区豊洲六丁目６番２号,03-6633-3510,東証スタンダード,1963年9月1日,100株
8040,東証スタンダード,東京ソワール,772.0,東京ソワール,"TOKYO SOIR CO.,LTD.",繊維製品,小泉　純一,12月,"4,049,077千円",東京都中央区銀座七丁目１６番１２号　ビルディング７階,03-6372-6712,東証スタンダード,1986年8月6日,100株
8041,東証スタンダード,ＯＵＧホールディングス,2639.0,ＯＵＧホールディングス,OUG Holdings Inc.,卸売業,橋爪　康至,3月,"6,495,000千円",大阪府大阪市福島区野田二丁目１３番５号,06-4804-3031,東証スタンダード,1961年10月1日,100株
8042,東証1部,日本マタイ,---,日本マタイ,"NIHON MATAI CO.,LTD.",化学,---,---,---,---,---,東証1部,---,1000株
8043,東証プライム,スターゼン,2878.0,スターゼン,Starzen Company Limited,卸売業,横田　和彦,3月,"11,658,000千円",東京都港区港南二丁目５番７号,03-3471-5521,東証プライム,1962年11月7日,100株
8044,東証2部,大都魚類,---,大都魚類,"DAITO GYORUI CO.,LTD.",卸売業,網野裕美,3月,"2,628,000千円",東京都江東区豊洲六丁目６番２号,03-3520-8012,東証2部,1962年11月30日,100株
8045,東証スタンダード,横浜丸魚,982.0,横浜丸魚,"Yokohama Maruuo Co., Ltd",卸売業,小島　雅裕,3月,"1,541,860千円",神奈川県横浜市神奈川区山内町１番地中央市場内,045-459-2921,東証スタンダード,1963年6月12日,100株
8046,東証スタンダード,丸藤シートパイル,2780.0,丸藤シートパイル,"MARUFUJI SHEET PILING CO., LTD.",卸売業,羽生　成夫,3月,"3,626,000千円",東京都中央区日本橋本町３丁目７番２号,03-3639-7649,東証スタンダード,1963年4月18日,100株
8048,東証1部,シャディ,---,シャディ,"SHADDY CO.,LTD.",卸売業,---,---,---,---,---,東証1部,---,100株
8050,東証プライム,セイコーグループ,5250.0,セイコーグループ,SEIKO GROUP CORPORATION,精密機器,高橋　修司,3月,"10,000,000千円",東京都中央区銀座４丁目５番１１号,03-3563-2111,東証プライム,1949年5月16日,100株
8051,東証プライム,山善,1294.0,山善,YAMAZEN CORPORATION,卸売業,岸田　貢司,3月,"7,909,000千円",大阪府大阪市西区立売堀二丁目３番１６号,06-6534-3003,東証プライム,1962年10月1日,100株
8052,東証プライム,椿本興業,2170.0,椿本興業,"TSUBAKIMOTO KOGYO CO.,LTD.",卸売業,香田　昌司,3月,"2,945,000千円",大阪府大阪市北区梅田３丁目３番２０号,06-4795-8832,東証プライム,1962年10月1日,100株
8053,東証プライム,住友商事,3517.0,住友商事,SUMITOMO CORPORATION,卸売業,上野　真吾,3月,"220,423,000千円",東京都千代田区大手町２丁目３番２号　大手町プレイス　イーストタワー,03-6285-3100,東証プライム,1949年8月3日,100株
8056,東証プライム,ＢＩＰＲＯＧＹ,4561.0,ＢＩＰＲＯＧＹ,BIPROGY Inc.,情報・通信業,齊藤　昇,3月,"5,483,000千円",東京都江東区豊洲一丁目１番１号,03-5546-4111,東証プライム,1970年10月1日,100株
8057,東証プライム,内田洋行,6720.0,内田洋行,"UCHIDA YOKO CO., LTD.",卸売業,大久保　昇,7月,"5,000,000千円",東京都中央区新川二丁目４番７号,03-3555-4066,東証プライム,1964年1月10日,100株
8058,東証プライム,三菱商事,2498.0,三菱商事,Mitsubishi Corporation,卸売業,中西　勝也,3月,"204,446,000千円",東京都千代田区丸の内二丁目３番１号,03-3210-2121,東証プライム,1954年6月1日,100株
8059,東証プライム,第一実業,2463.0,第一実業,"DAIICHI JITSUGYO CO., LTD.",卸売業,宇野　一郎,3月,"5,105,000千円",東京都千代田区神田駿河台４丁目６番地　御茶ノ水ソラシティ,03-6370-8697,東証プライム,1962年8月1日,100株
8060,東証プライム,キヤノンマーケティングジャパン,5051.0,キヤノンマーケティングジャパン,Canon Marketing Japan Inc.,卸売業,足立　正親,12月,"73,303,000千円",東京都港区港南２丁目１６番６号,03-6719-9074,東証プライム,1981年8月24日,100株
8061,東証プライム,西華産業,4585.0,西華産業,SEIKA CORPORATION,卸売業,櫻井　昭彦,3月,"6,728,000千円",東京都千代田区丸の内３－３－１,03-5221-7101,東証プライム,1961年9月1日,100株
8064,東証1部,金商,---,金商,KINSHO CORPORATION,卸売業,---,---,---,---,---,東証1部,---,500株
8065,東証プライム,佐藤商事,1522.0,佐藤商事,SATO SHOJI CORPORATION,卸売業,野澤　哲夫,3月,"1,321,000千円",東京都千代田区丸の内一丁目８番１号,03-5218-5312,東証プライム,1962年5月1日,100株
8066,東証スタンダード,三谷商事,1981.0,三谷商事,MITANI CORPORATIN,卸売業,三谷　聡,3月,"5,008,000千円",福井県福井市豊島１－３－１,0776-20-3116,東証スタンダード,1963年12月1日,100株
8067,大証,トミヤアパレル,---,トミヤアパレル,"TOMIYA APPAREL CO.,LTD.",繊維製品,---,---,---,---,---,大証,---,1000株
8068,東証プライム,菱洋エレクトロ,---,菱洋エレクトロ,RYOYO ELECTRO CORPORATION,卸売業,中村　守孝,1月,"13,672,000千円",東京都中央区築地一丁目１２番２２号,03-3543-7711,東証プライム,1986年12月11日,100株
8070,東証プライム,東京産業,734.0,東京産業,"TOKYO SANGYO CO.,LTD.",卸売業,蒲原　稔,3月,"3,443,000千円",東京都千代田区大手町二丁目二番一号,03-5203-7841,東証プライム,1961年10月1日,100株
8071,名証メイン,東海エレクトロニクス,2595.0,東海エレクトロニクス,"TOKAI ELECTRONICS CO.,LTD.",卸売業,大倉　慎,3月,"3,075,396千円",愛知県名古屋市中区栄三丁目３４番１４号,052-261-3211,名証メイン,1986年12月17日,100株
8072,東証スタンダード,日本出版貿易,---,日本出版貿易,"JAPAN PUBLICATIONS TRADING CO., LTD.",卸売業,綾森　豊彦,3月,"430,000千円",東京都千代田区神田猿楽町一丁目５番１５号　猿楽町ＳＳビル３階,03-3292-3751,東証スタンダード,1997年11月28日,100株
8073,東証JASDAQ（スタンダード）,ＭＡＧねっとホールディングス,---,ＭＡＧねっとホールディングス,"MAGNETHOLDINGS,INC.",その他金融業,社長　大島　嘉仁,---,---,東京都港区赤坂３−９−２,03-5643-0620,東証JASDAQ（スタンダード）,1987年1月30日,100株
8074,東証プライム,ユアサ商事,4395.0,ユアサ商事,"YUASA TRADING CO.,LTD.",卸売業,田村　博之,3月,"20,644,000千円",東京都千代田区神田美土代町７番地,03-6369-1366,東証プライム,1961年4月1日,100株
8075,東証プライム,神鋼商事,6100.0,神鋼商事,Shinsho Corporation,卸売業,高下　拡展,3月,"5,650,000千円",大阪府大阪市中央区北浜二丁目６番１８号　淀屋橋スクエア,03-5579-5201,東証プライム,1961年8月1日,100株
8076,東証スタンダード,カノークス,1740.0,カノークス,CANOX CORPORATION,卸売業,小河　正直,3月,"2,310,000千円",愛知県名古屋市西区那古野一丁目１番１２号,052-564-3511,東証スタンダード,1961年10月1日,100株
8077,東証スタンダード,トルク,224.0,トルク,TORQ Inc.,卸売業,檜垣　俊行,10月,"2,712,335千円",大阪府大阪市西区南堀江二丁目７番４号,06-6535-3690,東証スタンダード,1961年10月1日,100株
8078,東証プライム,阪和興業,4735.0,阪和興業,"HANWA CO.,LTD.",卸売業,中川　洋一,3月,"45,651,000千円",大阪府大阪市中央区伏見町四丁目３番９号,03-3544-2000,東証プライム,1963年8月1日,100株
8079,東証プライム,正栄食品工業,4100.0,正栄食品工業,SHOEI FOODS CORPORATION,卸売業,本多　秀光,10月,"3,379,736千円",東京都台東区秋葉原５番７号,03-3253-1529,東証プライム,1986年8月28日,100株
8080,ジ証,ジョイス,---,ジョイス,"JOISCO.,LTD.",小売業,代表取締役　兼社長　執行役員　小,---,---,岩手県盛岡市東安庭二丁目1番30号,0196236100,ジ証,1994年10月5日,100株
8081,東証プライム,カナデン,1520.0,カナデン,KANADEN CORPORATION,卸売業,本橋　伸幸,3月,"5,576,000千円",東京都中央区晴海１丁目８番１２号晴海トリトンスクエアＺ棟,03-6747-8805,東証プライム,1963年5月1日,100株
8084,東証プライム,ＲＹＯＤＥＮ,2424.0,ＲＹＯＤＥＮ,RYODEN CORPORATION,卸売業,富澤　克行,3月,"10,334,000千円",東京都豊島区東池袋三丁目１５番１５号,03-5396-6111,東証プライム,1963年4月1日,100株
8085,東証スタンダード,ナラサキ産業,---,ナラサキ産業,"NARASAKI SANGYO CO.,LTD.",卸売業,中村　克久,3月,"2,354,000千円",北海道札幌市中央区北一条西七丁目１番地　プレスト１・７,03-6732-7355,東証スタンダード,1963年4月1日,100株
8086,東証プライム,ニプロ,1400.5,ニプロ,NIPRO CORPORATION,精密機器,佐野　嘉彦,3月,"84,397,000千円",大阪府摂津市千里丘新町３番２６号,06-6310-6804,東証プライム,1987年2月9日,100株
8087,東証1部,フルサト工業,---,フルサト工業,"FURUSATO INDUSTRIES,LTD.",卸売業,古里　龍平,3月,"5,232,000千円",大阪府大阪市中央区南新町一丁目２番１０号,06-6946-9605,東証1部,1986年10月24日,100株
8088,東証プライム,岩谷産業,1648.5,岩谷産業,IWATANI CORPORATION,卸売業,間島　寛,3月,"35,096,000千円",大阪府大阪市中央区本町三丁目６番４号,06-7637-3325,東証プライム,1962年8月1日,100株
8089,東証スタンダード,ナイス,1441.0,ナイス,Nice Corporation,卸売業,津戸　裕徳,3月,"24,433,000千円",神奈川県横浜市鶴見区鶴見中央四丁目３３番１号,045-521-6111,東証スタンダード,1962年7月17日,100株
8090,東証1部,昭光通商,---,昭光通商,"SHOKO CO., LTD",卸売業,稲泉　淳一,12月,"8,021,000千円",東京都港区芝公園,03-3459-5051,東証1部,1962年6月1日,100株
8091,東証プライム,ニチモウ,1935.0,ニチモウ,"NICHIMO CO.,LTD.",卸売業,青木　信也,3月,"6,354,000千円",東京都品川区東品川二丁目２番２０号,03-3458-3535,東証プライム,1962年5月1日,100株
8092,東証1部,富士通ビジネスシステム,---,富士通ビジネスシステム,FUJITSU BUSINESS SYSTEMS LTD.,情報・通信業,---,---,---,---,---,東証1部,---,100株
8093,東証プライム,極東貿易,1532.0,極東貿易,"Kyokuto Boeki Kaisha, Limited",卸売業,岡田　義也,3月,"5,496,000千円",東京都千代田区大手町２丁目２番１号,03-3244-3558,東証プライム,1987年3月11日,100株
8094,札証,中道機械,---,中道機械,"NAKAMICHI MACHINERY CO.,LTD.",卸売業,---,---,---,---,---,札証,---,1000株
8095,東証プライム,アステナホールディングス,443.0,アステナホールディングス,"Astena Holdings Co.,Ltd.",卸売業,瀬戸口　智,11月,"4,581,397千円",東京都中央区日本橋本町四丁目８番２号,03-3279-0481,東証プライム,1963年7月1日,100株
8096,東証プライム,兼松エレクトロニクス,---,兼松エレクトロニクス,KANEMATSU ELECTRONICS LTD.,情報・通信業,渡辺　亮,3月,"9,031,257千円",東京都中央区京橋２丁目１３番１０号,03-5250-6823,東証プライム,1987年12月4日,100株
8097,東証プライム,三愛オブリ,1779.0,三愛オブリ,"SAN-AI OBBLI CO., LTD.",卸売業,隼田　洋,3月,"10,127,000千円",東京都品川区東大井五丁目２２番５号,03-6880-3100,東証プライム,1961年10月2日,100株
8098,東証プライム,稲畑産業,3185.0,稲畑産業,"Inabata & Co.,Ltd.",卸売業,稲畑　勝太郎,3月,"9,364,000千円",大阪府大阪市中央区南船場一丁目１５番１４号,050-3684-4011,東証プライム,1961年10月2日,100株
8101,東証プライム,ＧＳＩクレオス,2170.0,ＧＳＩクレオス,GSI Creos Corporation,卸売業,吉永　直明,3月,"7,186,000千円",東京都港区芝３－８－２,03-5418-2122,東証プライム,1973年2月1日,100株
8103,東証プライム,明和産業,712.0,明和産業,Meiwa Corporation,卸売業,吉田　毅,3月,"4,024,000千円",東京都千代田区丸の内三丁目３番１号,03-3240-9534,東証プライム,1973年4月1日,100株
8104,東証スタンダード,クワザワホールディングス,621.0,クワザワホールディングス,KUWAZAWA Holdings Corporation,卸売業,桑澤　嘉英,3月,"417,000千円",北海道札幌市白石区中央２条７丁目１番１号,011-860-5080,東証スタンダード,1973年9月1日,100株
8105,東証スタンダード,堀田丸正,41.0,堀田丸正,"MARUSHO HOTTA CO.,LTD.",卸売業,鈴木　隆之,3月,"100,000千円",東京都墨田区横網１－１０－５　国技館フロントビル３Ｆ,03-6824-9481,東証スタンダード,1974年4月1日,100株
8107,東証スタンダード,キムラタン,34.0,キムラタン,KIMURATAN CORPORATION,繊維製品,九鬼　祐一郎,3月,"3,165,079千円",兵庫県神戸市中央区京町８３番地三宮センチュリービル,078-806-8234,東証スタンダード,1974年8月1日,100株
8108,東証1部,ヤマエ久野,---,ヤマエ久野,"YAMAE HISANO Co., Ltd.",卸売業,大森　礼仁,3月,"2,974,000千円",福岡県福岡市博多区博多駅東２丁目１３番３４号,092-474-0711,東証1部,1974年10月1日,100株
8109,ジ証,山洋工業,---,山洋工業,"SANYO KOGYO CO.,LTD.",卸売業,---,---,---,---,---,ジ証,---,1000株
8110,東証1部,ＪＦＥ商事,---,ＪＦＥ商事,JFESHOJITRADECORPORATION,卸売業,代表取締役社長福島幹雄,---,---,大阪府大阪市北区堂島1-6-20,0647957011,東証1部,2012年4月1日,100株
8111,東証プライム,ゴールドウイン,8402.0,ゴールドウイン,GOLDWIN INC.,繊維製品,渡辺　貴生,3月,"7,079,000千円",富山県小矢部市清沢２１０番地,03-6777-9378,東証プライム,1981年2月5日,100株
8112,東証1部,東京スタイル,---,東京スタイル,"TOKYO STYLE CO.,LTD.",繊維製品,中島芳樹,---,---,東京都千代田区麹町五丁目７番地１,03-3262-8111,東証1部,1975年12月19日,1000株
8113,東証プライム,ユニ・チャーム,1166.5,ユニ・チャーム,UNICHARM CORPORATION,化学,高原　豪久,12月,"15,993,000千円",愛媛県四国中央市金生町下分１８２番地,03-3451-5111,東証プライム,1976年8月1日,100株
8114,東証プライム,デサント,---,デサント,"DESCENTE,LTD.",繊維製品,小関　秀一,3月,"3,846,000千円",大阪府大阪市浪速区湊町一丁目２番３号マルイト難波ビル１３階,03-5979-6110,東証プライム,1977年3月1日,100株
8115,東証スタンダード,ムーンバット,912.0,ムーンバット,"MOONBAT Co., Ltd.",卸売業,鎌田　尚,3月,"1,000,000千円",京都府京都市下京区室町通四条南入鶏鉾町４９３番地,075-361-0381,東証スタンダード,1977年3月1日,100株
8117,東証スタンダード,中央自動車工業,4455.0,中央自動車工業,CENTRAL AUTOMOTIVE PRODUCTS LTD.,卸売業,坂田　信一郎,3月,"1,001,000千円",大阪府大阪市北区中之島四丁目２番３０号,06-6443-5192,東証スタンダード,1977年12月1日,100株
8118,東証スタンダード,キング,722.0,キング,"KING CO.,Ltd.",繊維製品,長島　希吉,3月,"2,346,000千円",京都府京都市下京区東塩小路高倉町２番の１,03-5434-7282,東証スタンダード,1978年9月1日,100株
8119,東証スタンダード,三栄コーポレーション,942.0,三栄コーポレーション,SANYEI CORPORATION,卸売業,水越　雅己,3月,"1,000,914千円",東京都台東区寿４丁目１番２号,03-3847-3500,東証スタンダード,1978年12月20日,100株
8120,東証,大木,---,大木,"OHKICO.,LTD.",卸売業,会長・社長　松井　秀夫,---,---,東京都文京区音羽２−１−４,03-3947-2232,東証,1979年4月18日,100株
8123,東証スタンダード,川辺,1348.0,川辺,"T.KAWABE & CO., LTD.",卸売業,岡野　将之,3月,"1,720,500千円",東京都新宿区四谷４丁目１６番３号,03-3352-7110,東証スタンダード,1979年7月18日,100株
8125,東証プライム,ワキタ,1782.0,ワキタ,"Wakita & Co.,LTD.",卸売業,脇田　貞二,2月,"13,821,000千円",大阪府大阪市西区江戸堀一丁目３番２０号,06-6449-1901,東証プライム,1979年10月1日,100株
8126,ジ証,三光純薬,---,三光純薬,"SANKO JUNYAKU CO.,LTD.",医薬品,---,---,---,---,---,ジ証,---,1000株
8127,東証スタンダード,ヤマトインターナショナル,352.0,ヤマトインターナショナル,YAMATO INTERNATIONAL INC.,繊維製品,盤若　智基,8月,"4,917,652千円",大阪府大阪市中央区博労町二丁目３番９号,03-5493-5629,東証スタンダード,1980年5月21日,100株
8128,大証,エフワン,---,エフワン,F ONE LIMITED,繊維製品,宮崎　國敏,---,---,大阪市中央区博労町２丁目６番８号,06-6241-8520,大証,1963年8月16日,1000株
8129,東証プライム,東邦ホールディングス,3991.0,東邦ホールディングス,"TOHO HOLDINGS CO.,LTD.",卸売業,枝廣　弘巳,3月,"10,649,000千円",東京都世田谷区代沢四丁目４３番１１号,03-6838-2803,東証プライム,1980年10月15日,100株
8130,東証プライム,サンゲツ,2850.0,サンゲツ,Sangetsu Corporation,卸売業,近藤　康正,3月,"13,616,000千円",愛知県名古屋市西区幅下一丁目４番１号,052-564-3314,東証プライム,1980年11月1日,100株
8131,東証スタンダード,ミツウロコグループホールディングス,1787.0,ミツウロコグループホールディングス,"Mitsuuroko Group Holdings Co.,Ltd.",卸売業,田島　晃平,3月,"7,077,000千円",東京都中央区京橋三丁目１番１号,03-3275-6300,東証スタンダード,1962年8月1日,100株
8132,東証プライム,シナネンホールディングス,6360.0,シナネンホールディングス,"SINANEN HOLDINGS CO., LTD.",卸売業,中込　太郎,3月,"15,630,000千円",東京都品川区東品川１丁目３９番２０号,03-6478-7811,東証プライム,1963年1月1日,100株
8133,東証プライム,伊藤忠エネクス,1645.0,伊藤忠エネクス,"ITOCHU ENEX CO.,LTD.",卸売業,吉田　朋史,3月,"19,878,000千円",東京都千代田区霞が関三丁目２番５号　霞が関ビルディング27階～29階,03-4233-8025,東証プライム,1978年2月1日,100株
8134,東証1部,ザ・トーカイ,---,ザ・トーカイ,TOKAI CORPORATION,卸売業,西郷　正男,---,---,静岡市葵区常磐町２丁目６番地の８,054-254-8181,東証1部,1979年11月12日,1000株
8135,東証スタンダード,ゼット,411.0,ゼット,ZETT CORPORATION,卸売業,渡辺　裕之,3月,"1,005,000千円",大阪府大阪市天王寺区烏ヶ辻一丁目２番１６号,06-6779-1171,東証スタンダード,1981年3月16日,100株
8136,東証プライム,サンリオ,5712.0,サンリオ,"Sanrio Company, Ltd.",卸売業,辻　朋邦,3月,"10,261,000千円",東京都品川区大崎１丁目６番１号,03-3779-8058,東証プライム,1982年4月23日,100株
8137,東証プライム,サンワテクノス,2241.0,サンワテクノス,SUN-WA TECHNOS CORPORATION,卸売業,松尾　晶広,3月,"3,727,000千円",東京都中央区京橋三丁目１番１号,03-5202-4011,東証プライム,1982年5月19日,100株
8138,東証スタンダード,三京化成,4195.0,三京化成,SANKYO KASEI CORPORATION,卸売業,小川和夫,3月,"1,716,600千円",大阪府大阪市中央区北久宝寺町一丁目９番８号,06-6271-1881,東証スタンダード,1982年7月21日,100株
8139,東証スタンダード,ナガホリ,1384.0,ナガホリ,NAGAHORI CORPORATION,卸売業,長堀　慶太,3月,"5,323,965千円",東京都台東区上野１－１５－３,03-3832-8266,東証スタンダード,1983年2月16日,100株
8140,東証プライム,リョーサン,---,リョーサン,"Ryosan Company, Limited",卸売業,稲葉　和彦,3月,"17,690,000千円",東京都千代田区東神田２丁目３番５号,03-3862-2591,東証プライム,1983年7月15日,100株
8141,東証プライム,新光商事,981.0,新光商事,"Shinko Shoji Co.,Ltd.",卸売業,小川　達哉,3月,"9,501,000千円",東京都品川区大崎一丁目２番２号,03-6361-8111,東証プライム,1983年8月2日,100株
8142,東証プライム,トーホー,2749.0,トーホー,"TOHO Co.,Ltd.",卸売業,古賀　裕之,1月,"5,345,000千円",兵庫県神戸市東灘区向洋町西５丁目９番,078-845-2431,東証プライム,1983年9月1日,100株
8143,東証スタンダード,ラピーヌ,214.0,ラピーヌ,"LAPINE CO.,LTD",繊維製品,佐々木　ベジ,2月,"30,000千円",東京都千代田区神田東松下町１７番地,03-6635-1847,東証スタンダード,1983年10月26日,100株
8144,東証スタンダード,デンキョーグループホールディングス,1187.0,デンキョーグループホールディングス,"Denkyo Group Holdings Co., Ltd.",卸売業,高瀬　一郎,3月,"2,644,000千円",大阪府大阪市浪速区日本橋東２丁目１番３号,06-6631-5634,東証スタンダード,1984年3月12日,100株
8145,名証メイン,中部水産,2499.0,中部水産,"CHUBU SUISAN CO.,LTD.",卸売業,脇坂　剛,3月,"1,450,000千円",愛知県名古屋市熱田区川並町２番２２号,052-683-3000,名証メイン,1984年11月6日,100株
8146,東証2部,小杉産業,---,小杉産業,"KOSUGI SANGYO CO.,LTD.",繊維製品,---,---,---,---,---,東証2部,---,1000株
8147,東証スタンダード,トミタ,1445.0,トミタ,TOMITA CO.LTD.,卸売業,冨田　稔,3月,"397,500千円",東京都中央区銀座８丁目３番１０号,03-3765-1219,東証スタンダード,1985年5月21日,100株
8148,東証2部,上原成商事,---,上原成商事,"UEHARA SEI SHOJI CO.,LTD.",卸売業,社長　上原　大作,---,---,京都市中京区御池通烏丸東入仲保利町１９１,075-212-6000,東証2部,1985年4月30日,100株
8150,東証プライム,三信電気,1965.0,三信電気,"SANSHIN ELECTRONICS CO., LTD.",卸売業,鈴木　俊郎,3月,"14,811,000千円",東京都港区芝四丁目４番１２号,03-3453-5111,東証プライム,1985年7月8日,100株
8151,東証プライム,東陽テクニカ,1399.0,東陽テクニカ,TOYO Corporation,卸売業,高野　俊也,9月,"4,158,000千円",東京都中央区八重洲一丁目１番６号,03-3279-0771,東証プライム,1985年7月15日,100株
8152,東証スタンダード,ソマール,6350.0,ソマール,SOMAR CORPORATION,卸売業,曽谷　太,3月,"5,115,224千円",東京都中央区銀座４－１１－２,03-3542-2152,東証スタンダード,1985年8月20日,100株
8153,東証プライム,モスフードサービス,3460.0,モスフードサービス,"MOS FOOD SERVICES,INC.",卸売業,中村　栄輔,3月,"11,412,000千円",東京都品川区大崎二丁目１番１号,03-5487-7371,東証プライム,1985年11月5日,100株
8154,東証プライム,加賀電子,2697.0,加賀電子,"KAGA ELECTRONICS CO.,LTD.",卸売業,門　良一,3月,"12,133,000千円",東京都千代田区神田松永町２０番地,03-5657-0111,東証プライム,1985年12月4日,100株
8155,東証プライム,三益半導体工業,---,三益半導体工業,"MIMASU SEMICONDUCTOR INDUSTRY CO., LTD.",金属製品,八高　達郎,5月,"18,824,000千円",群馬県高崎市保渡田町２１７４番地１,027-372-2021,東証プライム,1986年1月30日,100株
8157,東証プライム,都築電気,2770.0,都築電気,"TSUZUKI DENKI CO., LTD.",情報・通信業,吉井　一典,3月,"9,812,000千円",東京都港区新橋六丁目１９番１５号,050-3684-7780,東証プライム,1963年1月29日,100株
8158,東証プライム,ソーダニッカ,1110.0,ソーダニッカ,"SODA NIKKA CO., LTD.",卸売業,目崎　龍二,3月,"3,762,000千円",東京都中央区日本橋三丁目６番２号,03-3245-1803,東証プライム,1986年2月6日,100株
8159,東証プライム,立花エレテック,2629.0,立花エレテック,"TACHIBANA ELETECH CO.,LTD.",卸売業,布山　尚伸,3月,"5,874,000千円",大阪府大阪市西区西本町１丁目１３番２５号,06-6539-2718,東証プライム,1986年5月28日,100株
8160,東証プライム,木曽路,2179.0,木曽路,"KISOJI  CO., LTD.",小売業,吉江　源之,3月,"12,648,000千円",愛知県名古屋市昭和区白金三丁目１８番１３号,052-872-1811,東証プライム,1987年11月4日,100株
8163,東証プライム,ＳＲＳホールディングス,1195.0,ＳＲＳホールディングス,"SRS HOLDINGS CO.,LTD.",小売業,重里　政彦,3月,"11,077,000千円",大阪府大阪市中央区安土町二丁目３番１３号　大阪国際ビルディング３０階,06-7222-3101,東証プライム,1984年3月15日,100株
8164,東証1部,キャビン,---,キャビン,"CABIN CO.,LTD.",小売業,---,---,---,---,---,東証1部,---,1000株
8165,東証スタンダード,千趣会,232.0,千趣会,"SENSHUKAI CO.,LTD.",小売業,梶原　健司,12月,"100,000千円",大阪府大阪市北区同心１丁目６番２３号,06-6881-3220,東証スタンダード,1984年5月8日,100株
8166,東証スタンダード,タカキュー,128.0,タカキュー,"Taka-Q Co.,Ltd.",小売業,伊藤　健治,2月,"100,000千円",東京都板橋区板橋３丁目９番７号,03-5248-4100,東証スタンダード,1984年9月20日,100株
8167,東証プライム,リテールパートナーズ,1294.0,リテールパートナーズ,"RETAIL PARTNERS CO., LTD.",小売業,田中　康男,2月,"7,218,000千円",山口県防府市大字江泊１９３６番地,0835-20-2477,東証プライム,1984年10月3日,100株
